@relation databasetraining

@attribute area numeric
@attribute perimeter numeric
@attribute circularity numeric
@attribute compactness numeric
@attribute major numeric
@attribute minor numeric
@attribute eccentricity numeric
@attribute hisgreypeak numeric
@attribute q1grey numeric
@attribute q2grey numeric
@attribute q3grey numeric
@attribute q1r numeric
@attribute q2r numeric
@attribute q3r numeric
@attribute q1g numeric
@attribute q2g numeric
@attribute q3g numeric
@attribute q1b numeric
@attribute q2b numeric
@attribute q3b numeric
@attribute Stage {'Stage 1','Stage 2','Stage 3','Stage 4', 'Stage 5'}

@data
68713.0, 2073.44238, 0.200846747, 0.0159828756, 236.504654, 112.990608, 4.38121605, 62.0, 54.0, 61.0, 69.0, 53.0, 62.0, 71.0, 80.0, 93.0, 101.0, 27.0, 31.0, 38.0,'Stage 2'
66162.0, 3530.94971, 0.0666861162, 0.00530671235, 377.626129, 202.804977, 3.4671042, 72.0, 63.0, 71.0, 79.0, 61.0, 70.0, 81.0, 85.0, 98.0, 107.0, 40.0, 45.0, 52.0,'Stage 2'
93214.0, 3422.43774, 0.100004576, 0.00795811135, 316.975159, 203.221313, 2.43283129, 47.0, 47.0, 56.0, 67.0, 45.0, 55.0, 68.0, 68.0, 80.0, 98.0, 28.0, 32.0, 39.0,'Stage 2'
45760.0, 2148.82056, 0.124536179, 0.0099102743, 242.244461, 109.816933, 4.86596584, 73.0, 57.0, 71.0, 88.0, 59.0, 76.0, 99.0, 82.0, 104.0, 121.0, 29.0, 35.0, 46.0,'Stage 2'
59911.0, 2436.96509, 0.126770392, 0.0100880675, 229.329681, 199.068512, 1.32713592, 69.0, 58.0, 67.0, 76.0, 57.0, 68.0, 79.0, 81.0, 92.0, 103.0, 33.0, 41.0, 49.0,'Stage 2'
96305.0, 3768.14966, 0.0852319524, 0.00678254291, 299.758362, 190.537323, 2.47504139, 70.0, 64.0, 70.0, 77.0, 63.0, 71.0, 80.0, 93.0, 104.0, 112.0, 32.0, 36.0, 41.0,'Stage 2'
110838.0, 3350.3894, 0.124081768, 0.0098741129, 334.035278, 163.906982, 4.15326595, 47.0, 48.0, 58.0, 72.0, 46.0, 58.0, 75.0, 69.0, 80.0, 103.0, 29.0, 33.0, 40.0,'Stage 2'
150680.0, 4539.06592, 0.0919035971, 0.00731345592, 432.545898, 198.188416, 4.76329899, 42.0, 49.0, 65.0, 75.0, 49.0, 66.0, 79.0, 72.0, 99.0, 112.0, 26.0, 30.0, 38.0,'Stage 3'
76812.0, 3771.15161, 0.0678720474, 0.00540108606, 327.778564, 275.53891, 1.41512632, 67.0, 61.0, 70.0, 82.0, 59.0, 68.0, 85.0, 84.0, 96.0, 109.0, 41.0, 46.0, 54.0,'Stage 2'
98426.0, 4471.26123, 0.0618670769, 0.00492322585, 465.568298, 213.729691, 4.74500942, 68.0, 56.0, 67.0, 76.0, 54.0, 65.0, 77.0, 76.0, 93.0, 104.0, 37.0, 42.0, 50.0,'Stage 2'
248541.0, 8659.87891, 0.0416470543, 0.00331416726, 512.983398, 502.448822, 1.04237247, 60.0, 48.0, 57.0, 68.0, 46.0, 56.0, 69.0, 69.0, 80.0, 93.0, 31.0, 36.0, 44.0,'Stage 3'
127214.0, 4365.44189, 0.0838857889, 0.00667541893, 302.456848, 172.976379, 3.0574069, 49.0, 51.0, 59.0, 75.0, 49.0, 57.0, 77.0, 73.0, 82.0, 101.0, 32.0, 38.0, 48.0,'Stage 2'
48999.0, 2722.84888, 0.083051987, 0.00660906686, 272.153412, 159.017166, 2.9291358, 61.0, 62.0, 85.0, 101.0, 63.0, 91.0, 112.0, 91.0, 115.0, 139.0, 32.0, 44.0, 53.0,'Stage 2'
87748.0, 3758.77124, 0.078046836, 0.00621076999, 311.893188, 241.876236, 1.66274393, 84.0, 67.0, 80.0, 92.0, 71.0, 88.0, 103.0, 100.0, 117.0, 132.0, 29.0, 36.0, 45.0,'Stage 3'
118521.0, 5134.43555, 0.0564962626, 0.00449582981, 366.288208, 317.681305, 1.32942116, 62.0, 59.0, 65.0, 75.0, 56.0, 63.0, 75.0, 84.0, 92.0, 104.0, 36.0, 40.0, 47.0,'Stage 2'
90437.0, 4033.33496, 0.0698598176, 0.00555926794, 343.670563, 191.259659, 3.22877574, 78.0, 70.0, 77.0, 84.0, 71.0, 80.0, 89.0, 101.0, 113.0, 122.0, 36.0, 40.0, 47.0,'Stage 2'
220723.0, 8242.05469, 0.0408306681, 0.00324920146, 540.562073, 445.486603, 1.47238672, 44.0, 43.0, 51.0, 65.0, 41.0, 49.0, 65.0, 62.0, 73.0, 90.0, 27.0, 31.0, 42.0,'Stage 3'
209504.0, 7439.42236, 0.0475689657, 0.00378541811, 532.201172, 362.282074, 2.15803266, 50.0, 47.0, 53.0, 64.0, 44.0, 52.0, 64.0, 66.0, 76.0, 88.0, 29.0, 33.0, 42.0,'Stage 3'
194591.0, 7462.24609, 0.0439130366, 0.00349448854, 521.430115, 376.032318, 1.92283428, 50.0, 51.0, 60.0, 72.0, 49.0, 58.0, 74.0, 72.0, 84.0, 99.0, 32.0, 37.0, 46.0,'Stage 3'
164118.0, 6565.27734, 0.0478475764, 0.00380758918, 540.077271, 354.40094, 2.32231998, 46.0, 44.0, 51.0, 70.0, 42.0, 50.0, 72.0, 63.0, 71.0, 95.0, 28.0, 33.0, 42.0,'Stage 3'
93430.0, 4101.2583, 0.0698010549, 0.00555459131, 404.588409, 161.886108, 6.24608231, 59.0, 58.0, 62.0, 70.0, 56.0, 60.0, 70.0, 82.0, 87.0, 96.0, 37.0, 41.0, 47.0,'Stage 2'
134739.0, 5981.17041, 0.0473293848, 0.00376635278, 488.059662, 316.685242, 2.37514544, 51.0, 52.0, 62.0, 77.0, 49.0, 60.0, 79.0, 73.0, 86.0, 104.0, 34.0, 40.0, 51.0,'Stage 2'
128151.0, 4837.6123, 0.0688128844, 0.00547595508, 298.819733, 209.996857, 2.02485037, 71.0, 62.0, 70.0, 79.0, 60.0, 68.0, 79.0, 89.0, 97.0, 107.0, 38.0, 45.0, 53.0,'Stage 2'
102893.0, 4998.42383, 0.0517522842, 0.00411831588, 350.373718, 270.706635, 1.67519474, 56.0, 57.0, 67.0, 81.0, 55.0, 67.0, 86.0, 78.0, 90.0, 109.0, 36.0, 42.0, 53.0,'Stage 2'
